L1 L2 City order
29.1237 38.0136 27 2 13 28 10 26 19 5 22 8 9 21 23 17 3 14 16 29 7 0 1 20 11 18 12 15 6 25 4 24
31.063 44.3818 23 9 14 18 7 20 16 28 3 1 26 5 15 12 24 0 10 17 29 2 19 4 13 27 6 21 25 11 8 22
32.1879 45.1906 16 28 0 20 22 7 23 9 12 11 2 29 25 15 8 17 5 19 21 3 1 27 6 26 13 14 4 10 18 24
32.5961 45.7564 22 13 0 20 10 5 4 9 17 3 15 27 8 11 25 18 16 24 28 29 26 12 21 19 2 23 1 14 6 7
33.0901 47.6203 15 26 7 23 6 21 4 10 3 24 5 18 16 19 12 25 9 28 1 22 17 29 27 14 11 20 13 0 8 2
33.5149 49.9393 21 22 11 2 27 14 16 0 26 9 5 4 1 29 13 20 19 15 10 3 17 8 6 25 12 23 24 28 18 7
33.768 53.9647 8 3 4 7 17 1 25 21 2 22 23 28 19 5 15 29 14 11 27 20 13 18 9 6 0 16 26 10 12 24
33.9493 47.6213 27 6 7 4 0 16 1 14 29 23 18 2 5 28 24 3 8 17 11 21 13 20 12 22 19 9 25 15 26 10
33.9518 49.6508 24 26 20 21 19 2 18 15 22 14 10 28 17 4 3 0 1 23 9 8 5 13 16 29 25 11 7 27 6 12
34.1202 51.6215 21 11 19 17 16 27 29 1 18 13 12 20 25 14 7 10 4 6 8 3 0 15 5 28 2 9 26 24 23 22
34.5948 53.3319 22 3 29 0 6 10 15 11 1 12 8 5 28 24 19 17 4 23 21 16 20 27 26 9 7 18 13 14 25 2
34.6167 50.851 10 23 1 18 6 15 26 29 2 3 4 27 22 5 12 24 14 28 21 0 7 11 25 17 19 16 8 9 13 20
34.8769 53.7772 1 28 6 5 8 22 14 16 13 3 19 29 23 12 17 15 0 10 25 4 26 21 2 20 24 27 11 18 7 9
34.9127 54.5743 16 22 10 13 19 11 18 0 4 20 5 17 28 1 7 14 29 25 6 3 12 9 15 26 27 8 23 24 2 21
35.0851 54.0373 27 24 17 0 5 19 21 15 2 14 6 26 23 10 28 3 25 1 4 8 18 9 13 7 12 20 16 22 29 11
35.1472 51.2777 15 5 28 26 11 13 14 22 23 0 29 20 27 19 10 8 2 24 16 9 6 21 3 4 18 1 25 17 12 7
35.1682 50.588 18 11 10 5 27 22 9 8 15 26 0 16 3 4 29 24 7 23 13 25 20 1 6 14 28 12 2 19 17 21
35.357 53.2213 18 9 25 27 19 10 24 23 7 5 8 14 20 21 6 3 29 28 12 16 13 17 4 1 22 15 26 0 11 2
35.5358 52.8945 0 11 5 29 24 22 28 25 12 19 15 6 20 10 13 26 8 2 21 7 23 16 17 14 18 9 1 4 3 27
35.573 57.0227 9 15 27 1 17 23 29 22 26 18 6 12 21 4 8 14 28 10 0 13 20 16 11 24 7 5 19 2 25 3
35.7671 56.0025 5 18 9 21 22 25 15 28 3 16 10 6 14 20 23 1 24 7 2 0 17 13 11 12 29 4 8 19 27 26
35.83 56.5252 11 27 26 29 9 25 14 5 24 8 12 0 23 6 7 17 19 21 13 4 1 15 18 20 22 10 3 28 16 2
35.9481 53.0585 3 15 19 0 28 20 13 11 6 9 27 23 16 2 26 7 12 14 5 21 17 8 4 25 18 24 29 1 22 10
36.0811 53.3279 29 9 13 0 24 16 17 25 20 23 6 27 28 22 21 5 15 1 18 19 12 3 7 14 10 2 11 8 26 4
36.2481 57.1128 27 0 21 13 26 4 18 11 8 16 22 6 5 9 2 15 23 24 19 25 10 3 28 12 17 1 29 14 7 20
36.4426 57.4794 9 18 28 20 29 1 22 15 10 11 4 5 25 8 3 21 26 19 17 13 24 27 14 2 7 0 23 12 6 16
36.4816 55.2363 22 13 10 17 4 26 0 12 18 15 2 24 7 11 6 16 28 19 27 29 20 14 21 5 3 25 9 8 23 1
36.4897 55.0578 6 29 7 20 4 16 21 9 2 15 13 10 27 23 0 12 14 25 19 18 1 8 11 17 26 3 22 28 24 5
36.585 55.4667 17 29 0 7 24 1 27 11 9 13 6 21 28 22 5 18 25 2 15 4 20 12 19 16 10 23 26 8 14 3
36.636 56.7206 26 3 8 29 27 14 20 28 12 6 21 25 0 19 23 7 22 5 15 17 10 24 18 11 13 4 16 2 9 1
36.7121 55.006 14 17 19 16 2 4 28 23 13 0 21 10 20 6 22 3 5 24 15 27 1 12 26 29 8 25 18 11 9 7
36.7326 56.2989 0 14 22 19 3 25 28 4 27 1 17 8 12 5 15 6 24 10 18 16 11 23 20 13 26 21 7 29 2 9
36.8185 55.6275 5 15 24 19 27 8 20 29 4 12 25 10 23 16 2 17 7 11 0 18 6 13 9 28 1 21 3 14 26 22
36.9451 55.5447 11 24 23 26 22 16 20 7 28 5 17 15 13 9 19 21 1 25 10 14 3 4 2 0 6 18 29 27 8 12
36.9511 58.5571 29 13 4 24 15 1 11 10 0 17 18 20 8 19 14 3 27 2 5 22 26 6 25 21 28 7 23 12 9 16
37.0063 57.518 15 21 10 2 0 11 7 16 13 12 17 3 28 23 25 20 4 6 22 14 19 5 26 24 27 9 1 18 29 8
37.0168 57.1383 9 24 15 23 0 22 11 20 14 10 27 4 1 19 26 5 16 25 7 2 12 18 3 29 21 6 17 13 28 8
37.0253 59.0451 9 5 16 14 17 20 1 19 27 0 8 21 7 4 3 6 2 18 11 25 15 12 10 13 26 24 29 22 23 28
37.0538 58.2199 19 24 2 16 9 18 20 21 17 29 1 25 28 23 12 0 14 7 5 8 27 4 22 13 15 11 3 6 10 26
37.1478 58.5429 24 6 14 20 16 13 29 3 17 23 8 11 25 21 0 15 22 9 26 27 4 10 1 28 5 18 19 2 12 7
37.2059 61.3832 22 29 1 6 5 28 21 20 15 26 17 18 11 16 14 0 2 8 19 4 13 7 10 25 3 27 24 9 23 12
37.2832 57.6567 27 16 24 23 15 13 7 10 20 0 9 1 11 17 4 25 6 5 12 2 21 28 8 22 29 19 3 26 18 14
37.4317 60.2522 22 2 15 21 26 24 9 16 29 3 17 0 8 20 13 19 18 11 25 6 14 23 4 5 28 27 10 7 1 12
37.4446 56.9561 12 21 9 10 28 19 0 2 20 16 6 27 5 11 7 4 17 29 3 26 8 22 13 1 18 23 24 15 14 25
37.4595 57.884 8 17 28 27 14 10 7 20 13 24 19 12 26 15 11 1 18 21 29 25 6 23 2 22 0 9 4 3 16 5
37.6356 62.7784 11 29 28 18 4 19 26 24 9 14 2 10 27 13 0 8 7 22 1 15 5 21 16 3 12 6 25 23 17 20
37.6382 58.492 29 14 23 22 1 8 15 10 13 6 4 26 25 27 28 7 18 5 16 12 3 19 24 21 20 2 9 0 17 11
37.7619 57.7169 1 11 14 4 10 6 28 29 13 22 3 19 26 7 18 21 15 0 5 8 24 12 25 20 23 16 27 9 17 2
37.9208 59.8043 1 6 15 29 13 24 8 16 9 2 27 26 3 28 21 17 19 25 12 20 23 11 10 18 4 14 7 22 5 0
38.0773 57.9061 29 12 3 13 20 28 18 7 17 22 1 26 6 24 16 10 5 25 14 0 19 23 4 2 15 21 8 27 9 11
38.2114 61.0906 4 1 21 5 29 12 9 8 17 10 16 0 7 2 6 22 14 11 27 13 18 26 24 23 15 3 25 19 20 28
38.2404 61.234 1 28 23 26 8 15 0 5 10 19 12 2 16 17 4 24 20 9 29 11 22 21 13 25 3 27 18 6 7 14
38.3588 60.6856 23 21 26 24 28 3 18 22 14 6 4 9 10 27 29 12 20 11 13 8 5 16 7 2 1 0 25 19 17 15
38.485 62.4063 17 10 21 0 13 18 15 14 28 3 2 11 25 8 22 12 19 27 20 4 23 24 9 6 16 29 5 26 7 1
38.487 61.7817 6 12 4 27 26 15 28 18 3 20 2 10 19 0 22 11 21 5 13 24 14 17 9 23 16 1 29 25 7 8
38.7635 59.1907 20 22 26 4 3 17 12 0 13 16 19 1 25 5 11 27 28 9 8 6 7 18 24 2 15 14 29 10 21 23
38.8083 61.7238 8 14 20 6 22 3 29 21 27 1 16 4 25 26 7 17 15 12 0 2 9 28 23 24 19 10 11 18 13 5
38.9466 61.5951 10 21 22 19 6 16 26 12 25 27 5 17 28 18 29 14 20 24 1 0 3 15 9 4 11 8 7 13 23 2
39.1284 61.1025 6 2 26 16 4 18 1 11 25 5 21 9 10 17 20 7 19 22 15 3 24 14 23 28 8 13 29 27 12 0
39.2936 62.0087 25 23 5 24 1 20 28 17 3 8 18 27 10 7 13 4 11 0 21 22 14 9 29 12 2 6 19 16 26 15
39.5155 64.0362 12 15 6 1 24 17 4 28 3 21 0 5 16 9 2 22 8 13 18 10 25 14 29 19 26 27 23 20 11 7
39.5672 63.5724 18 14 1 25 23 12 15 21 10 16 3 13 4 20 8 19 24 29 5 6 9 11 27 22 2 0 26 17 7 28
39.7416 63.8858 4 14 1 10 17 18 23 9 29 12 24 11 21 25 28 8 27 16 26 20 6 19 5 13 22 0 2 7 15 3
39.8888 64.2255 13 5 24 11 28 3 27 26 17 21 7 25 8 14 19 6 9 15 22 12 16 1 20 4 0 23 10 18 2 29
39.9369 64.3209 23 12 14 28 3 19 22 6 5 10 21 9 20 7 18 27 25 8 15 2 16 11 26 13 17 1 0 4 29 24
40.0416 64.8444 23 28 8 18 16 9 13 20 15 14 27 2 26 10 1 3 12 29 0 11 19 21 22 6 24 4 5 17 7 25
40.0728 65.3166 11 19 20 21 13 27 6 12 23 29 28 14 25 8 26 0 5 15 1 10 7 18 2 22 24 9 4 3 17 16
40.2109 61.4934 11 15 9 1 18 26 5 10 23 4 25 3 22 7 29 24 14 28 8 27 2 20 6 16 19 12 21 0 13 17
40.2775 64.2516 1 29 24 18 23 6 8 7 26 16 3 10 4 12 22 27 0 21 17 25 9 28 13 20 2 19 14 15 11 5
40.3121 62.4173 8 16 11 9 23 20 3 29 19 17 0 27 2 24 1 5 21 4 7 28 26 6 12 13 14 22 15 25 10 18
40.6688 65.3148 2 26 19 24 1 3 6 14 15 10 12 28 22 7 11 27 20 17 0 29 18 13 23 21 5 16 8 25 9 4
40.6776 64.6417 9 26 14 6 1 8 2 5 0 11 19 24 21 7 10 23 28 27 22 16 15 13 20 4 25 3 29 17 12 18
40.8467 63.4305 16 0 9 18 25 11 17 22 12 8 24 1 6 13 29 23 4 5 26 14 15 21 10 2 28 20 27 3 7 19
40.9129 65.6396 3 26 17 6 23 24 15 25 7 5 27 10 16 11 12 14 2 13 22 20 29 19 0 21 18 8 28 1 4 9
40.9223 66.5304 26 4 21 1 25 13 0 8 19 7 28 10 18 11 12 3 16 24 15 29 2 9 23 5 22 27 6 20 17 14
40.966 65.052 6 20 13 25 7 15 26 5 24 18 2 4 29 10 17 0 21 9 23 12 14 16 19 1 22 8 11 28 27 3
40.9811 65.3335 1 20 28 24 17 25 29 8 7 21 22 18 16 13 19 26 9 23 12 10 5 2 0 14 3 11 15 6 27 4
40.9907 67.8878 18 19 3 24 11 28 21 25 26 4 29 6 8 22 17 27 13 1 12 7 14 9 16 2 5 0 15 10 20 23
41.1093 66.8459 25 2 24 16 17 7 4 1 29 23 12 3 5 8 9 28 11 27 22 10 21 15 0 14 20 26 18 19 6 13
41.1996 67.6999 5 19 6 24 29 17 28 25 4 22 0 1 9 26 10 2 12 3 8 14 15 20 7 27 16 11 13 21 23 18
41.2862 68.542 8 24 4 13 2 0 27 29 20 1 25 11 23 9 15 18 19 17 22 6 28 7 12 21 10 26 14 5 3 16
41.4142 68.0781 17 29 28 13 27 12 6 2 23 1 4 14 18 5 3 11 7 25 15 22 9 10 21 26 19 8 0 24 16 20
41.5165 69.8573 25 16 10 9 6 11 2 0 7 19 26 3 12 24 22 8 28 23 1 21 27 13 5 14 29 17 20 4 15 18
41.5312 67.578 22 4 19 10 28 25 1 17 0 7 26 20 2 15 29 16 24 11 8 13 21 12 23 27 5 9 3 14 6 18
41.6065 66.1641 8 14 12 3 29 26 25 27 16 13 0 1 5 17 22 20 21 24 6 15 23 11 18 19 10 4 9 7 2 28
41.8845 68.5878 19 10 29 9 15 17 1 20 21 7 14 13 0 11 5 8 22 4 24 16 6 28 2 26 18 27 25 23 12 3
42.199 72.1131 5 23 22 9 10 11 24 8 29 21 4 17 19 13 3 6 12 26 7 15 1 0 20 18 28 27 14 25 16 2
42.302 67.4057 15 21 26 23 16 25 3 11 8 5 2 7 12 10 22 20 1 6 13 19 18 14 4 0 29 27 28 17 9 24
42.3901 70.2507 6 15 18 3 8 24 5 7 20 2 1 29 25 0 22 12 13 21 27 26 23 10 9 28 19 4 11 14 17 16
42.5111 68.7017 5 23 21 7 22 4 28 10 12 29 15 9 1 3 18 6 11 16 14 2 17 13 0 19 25 24 27 8 26 20
43.2328 71.1854 5 25 27 6 9 14 19 12 16 8 29 21 15 18 4 2 1 22 3 13 26 28 11 24 20 0 10 7 23 17
43.4132 72.0789 16 23 8 13 25 27 17 18 12 29 3 9 5 7 0 15 10 2 26 11 22 19 20 21 14 28 1 4 6 24
43.5941 71.3859 1 15 23 21 4 14 18 7 8 27 22 5 12 11 9 3 29 6 24 16 25 26 20 17 0 10 19 28 2 13
43.794 72.6003 15 11 6 27 7 5 12 13 29 28 4 22 25 3 8 1 26 19 23 17 0 14 20 16 21 9 10 2 24 18
44.3445 72.9826 22 24 27 25 23 8 1 9 26 2 16 10 0 21 17 28 14 15 13 6 5 18 29 11 7 12 19 20 3 4
44.5151 73.2399 14 27 2 18 22 12 17 4 19 11 23 8 24 9 16 0 7 26 13 25 29 6 10 20 28 21 5 1 15 3
44.647 76.2515 3 16 26 17 13 27 29 21 28 0 24 20 1 5 9 22 6 7 2 18 8 14 10 4 25 19 15 11 23 12
45.6151 80.0585 18 10 13 28 5 29 25 20 15 14 16 11 23 3 27 24 26 9 4 0 12 17 1 19 21 2 22 6 7 8
45.7982 78.6354 15 19 2 7 14 12 29 24 28 3 25 16 20 8 5 23 6 0 21 27 1 11 17 18 4 22 13 26 9 10
47.8294 81.2548 7 14 25 23 4 21 22 24 11 2 29 9 13 17 3 15 28 19 16 27 20 5 1 6 18 8 26 0 10 12
