20980.8 20980.8 4 1 21 5 29 12 9 8 17 10 16 0 7 2 6 22 14 11 27 13 18 26 24 23 15 3 25 19 20 28
25949.1 25949.1 10 23 1 18 6 15 26 29 2 3 4 27 22 5 12 24 14 28 21 0 7 11 25 17 19 16 8 9 13 20
34427.9 34427.9 0 11 5 29 24 22 28 25 12 19 15 6 20 10 13 26 8 2 21 7 23 16 17 14 18 9 1 4 3 27
29080.6 29080.6 18 19 3 24 11 28 21 25 26 4 29 6 8 22 17 27 13 1 12 7 14 9 16 2 5 0 15 10 20 23
25658.7 25658.7 9 5 16 14 17 20 1 19 27 0 8 21 7 4 3 6 2 18 11 25 15 12 10 13 26 24 29 22 23 28
27831.8 27831.8 13 5 24 11 28 3 27 26 17 21 7 25 8 14 19 6 9 15 22 12 16 1 20 4 0 23 10 18 2 29
23069.1 23069.1 15 21 10 2 0 11 7 16 13 12 17 3 28 23 25 20 4 6 22 14 19 5 26 24 27 9 1 18 29 8
22226.3 22226.3 9 18 28 20 29 1 22 15 10 11 4 5 25 8 3 21 26 19 17 13 24 27 14 2 7 0 23 12 6 16
28010 28010 1 29 24 18 23 6 8 7 26 16 3 10 4 12 22 27 0 21 17 25 9 28 13 20 2 19 14 15 11 5
27454.4 27454.4 8 17 28 27 14 10 7 20 13 24 19 12 26 15 11 1 18 21 29 25 6 23 2 22 0 9 4 3 16 5
24178 24178 15 11 6 27 7 5 12 13 29 28 4 22 25 3 8 1 26 19 23 17 0 14 20 16 21 9 10 2 24 18
29960.9 29960.9 17 29 28 13 27 12 6 2 23 1 4 14 18 5 3 11 7 25 15 22 9 10 21 26 19 8 0 24 16 20
22686.9 22686.9 5 25 27 6 9 14 19 12 16 8 29 21 15 18 4 2 1 22 3 13 26 28 11 24 20 0 10 7 23 17
34374.2 34374.2 18 14 1 25 23 12 15 21 10 16 3 13 4 20 8 19 24 29 5 6 9 11 27 22 2 0 26 17 7 28
27770.9 27770.9 11 24 23 26 22 16 20 7 28 5 17 15 13 9 19 21 1 25 10 14 3 4 2 0 6 18 29 27 8 12
25872.8 25872.8 27 6 7 4 0 16 1 14 29 23 18 2 5 28 24 3 8 17 11 21 13 20 12 22 19 9 25 15 26 10
24275.4 24275.4 0 14 22 19 3 25 28 4 27 1 17 8 12 5 15 6 24 10 18 16 11 23 20 13 26 21 7 29 2 9
18093.9 18093.9 9 24 15 23 0 22 11 20 14 10 27 4 1 19 26 5 16 25 7 2 12 18 3 29 21 6 17 13 28 8
18492.4 18492.4 6 12 4 27 26 15 28 18 3 20 2 10 19 0 22 11 21 5 13 24 14 17 9 23 16 1 29 25 7 8
21227.8 21227.8 23 28 8 18 16 9 13 20 15 14 27 2 26 10 1 3 12 29 0 11 19 21 22 6 24 4 5 17 7 25
21245 21245 22 2 15 21 26 24 9 16 29 3 17 0 8 20 13 19 18 11 25 6 14 23 4 5 28 27 10 7 1 12
24468.6 24468.6 2 26 19 24 1 3 6 14 15 10 12 28 22 7 11 27 20 17 0 29 18 13 23 21 5 16 8 25 9 4
24689.8 24689.8 3 26 17 6 23 24 15 25 7 5 27 10 16 11 12 14 2 13 22 20 29 19 0 21 18 8 28 1 4 9
25507 25507 6 15 18 3 8 24 5 7 20 2 1 29 25 0 22 12 13 21 27 26 23 10 9 28 19 4 11 14 17 16
26157.6 26157.6 5 15 24 19 27 8 20 29 4 12 25 10 23 16 2 17 7 11 0 18 6 13 9 28 1 21 3 14 26 22
26354.3 26354.3 22 29 1 6 5 28 21 20 15 26 17 18 11 16 14 0 2 8 19 4 13 7 10 25 3 27 24 9 23 12
26362.1 26362.1 15 26 7 23 6 21 4 10 3 24 5 18 16 19 12 25 9 28 1 22 17 29 27 14 11 20 13 0 8 2
26509.6 26509.6 19 24 2 16 9 18 20 21 17 29 1 25 28 23 12 0 14 7 5 8 27 4 22 13 15 11 3 6 10 26
26751.5 26751.5 24 26 20 21 19 2 18 15 22 14 10 28 17 4 3 0 1 23 9 8 5 13 16 29 25 11 7 27 6 12
27611.8 27611.8 18 11 10 5 27 22 9 8 15 26 0 16 3 4 29 24 7 23 13 25 20 1 6 14 28 12 2 19 17 21
27741 27741 26 3 8 29 27 14 20 28 12 6 21 25 0 19 23 7 22 5 15 17 10 24 18 11 13 4 16 2 9 1
28042.7 28042.7 22 13 10 17 4 26 0 12 18 15 2 24 7 11 6 16 28 19 27 29 20 14 21 5 3 25 9 8 23 1
28927 28927 27 2 13 28 10 26 19 5 22 8 9 21 23 17 3 14 16 29 7 0 1 20 11 18 12 15 6 25 4 24
29974.9 29974.9 9 15 27 1 17 23 29 22 26 18 6 12 21 4 8 14 28 10 0 13 20 16 11 24 7 5 19 2 25 3
30221.5 30221.5 3 16 26 17 13 27 29 21 28 0 24 20 1 5 9 22 6 7 2 18 8 14 10 4 25 19 15 11 23 12
30373.7 30373.7 20 22 26 4 3 17 12 0 13 16 19 1 25 5 11 27 28 9 8 6 7 18 24 2 15 14 29 10 21 23
31367.1 31367.1 8 3 4 7 17 1 25 21 2 22 23 28 19 5 15 29 14 11 27 20 13 18 9 6 0 16 26 10 12 24
31793.6 31793.6 17 10 21 0 13 18 15 14 28 3 2 11 25 8 22 12 19 27 20 4 23 24 9 6 16 29 5 26 7 1
26697.4 26697.4 17 29 0 7 24 1 27 11 9 13 6 21 28 22 5 18 25 2 15 4 20 12 19 16 10 23 26 8 14 3
26953.7 26953.7 22 4 19 10 28 25 1 17 0 7 26 20 2 15 29 16 24 11 8 13 21 12 23 27 5 9 3 14 6 18
27114.4 27114.4 1 11 14 4 10 6 28 29 13 22 3 19 26 7 18 21 15 0 5 8 24 12 25 20 23 16 27 9 17 2
26165.9 26165.9 11 27 26 29 9 25 14 5 24 8 12 0 23 6 7 17 19 21 13 4 1 15 18 20 22 10 3 28 16 2
29419.4 29419.4 16 22 10 13 19 11 18 0 4 20 5 17 28 1 7 14 29 25 6 3 12 9 15 26 27 8 23 24 2 21
25810.3 25810.3 16 23 8 13 25 27 17 18 12 29 3 9 5 7 0 15 10 2 26 11 22 19 20 21 14 28 1 4 6 24
23478.2 23478.2 12 15 6 1 24 17 4 28 3 21 0 5 16 9 2 22 8 13 18 10 25 14 29 19 26 27 23 20 11 7
29191.5 29191.5 16 0 9 18 25 11 17 22 12 8 24 1 6 13 29 23 4 5 26 14 15 21 10 2 28 20 27 3 7 19
28468.3 28468.3 15 19 2 7 14 12 29 24 28 3 25 16 20 8 5 23 6 0 21 27 1 11 17 18 4 22 13 26 9 10
21893.5 21893.5 10 21 22 19 6 16 26 12 25 27 5 17 28 18 29 14 20 24 1 0 3 15 9 4 11 8 7 13 23 2
23907.1 23907.1 15 5 28 26 11 13 14 22 23 0 29 20 27 19 10 8 2 24 16 9 6 21 3 4 18 1 25 17 12 7
22537 22537 29 14 23 22 1 8 15 10 13 6 4 26 25 27 28 7 18 5 16 12 3 19 24 21 20 2 9 0 17 11
25638.4 25638.4 6 2 26 16 4 18 1 11 25 5 21 9 10 17 20 7 19 22 15 3 24 14 23 28 8 13 29 27 12 0
23708.2 23708.2 22 3 29 0 6 10 15 11 1 12 8 5 28 24 19 17 4 23 21 16 20 27 26 9 7 18 13 14 25 2
24123.6 24123.6 22 13 0 20 10 5 4 9 17 3 15 27 8 11 25 18 16 24 28 29 26 12 21 19 2 23 1 14 6 7
29871.9 29871.9 14 27 2 18 22 12 17 4 19 11 23 8 24 9 16 0 7 26 13 25 29 6 10 20 28 21 5 1 15 3
29919.1 29919.1 15 21 26 23 16 25 3 11 8 5 2 7 12 10 22 20 1 6 13 19 18 14 4 0 29 27 28 17 9 24
26360.5 26360.5 23 9 14 18 7 20 16 28 3 1 26 5 15 12 24 0 10 17 29 2 19 4 13 27 6 21 25 11 8 22
29882.6 29882.6 1 28 23 26 8 15 0 5 10 19 12 2 16 17 4 24 20 9 29 11 22 21 13 25 3 27 18 6 7 14
30974.6 30974.6 25 16 10 9 6 11 2 0 7 19 26 3 12 24 22 8 28 23 1 21 27 13 5 14 29 17 20 4 15 18
21369.1 21369.1 29 12 3 13 20 28 18 7 17 22 1 26 6 24 16 10 5 25 14 0 19 23 4 2 15 21 8 27 9 11
21965 21965 18 9 25 27 19 10 24 23 7 5 8 14 20 21 6 3 29 28 12 16 13 17 4 1 22 15 26 0 11 2
21979.1 21979.1 25 23 5 24 1 20 28 17 3 8 18 27 10 7 13 4 11 0 21 22 14 9 29 12 2 6 19 16 26 15
22042.5 22042.5 8 16 11 9 23 20 3 29 19 17 0 27 2 24 1 5 21 4 7 28 26 6 12 13 14 22 15 25 10 18
